/works/OL1023520W	55 trakūn dang	On fifty five entrepreneur clans of Thailand.	{"authors": ["/authors/OL97773A"], "subjects": ["Clans", "Businesspeople"]}
/works/OL1023892W	Kānphatthanā thunniyom nai Prathēt Thai	On development of capitalism in Thailand; case study of agricultural societies in central Thailand, 1960-1980.	{"authors": ["/authors/OL97842A"], "subjects": ["Case studies", "Agriculture, Cooperative", "Capitalism", "Cooperative Agriculture"]}
/works/OL1023996W	Chīwit thī lư̄ak dai	Autobiographical sketches of a Thai professor with special reference to influence of social and political changes on his life.	{"authors": ["/authors/OL97868A"], "subjects": ["College teachers", "Biography"]}
/works/OL10258206W	Maqayis al-balaghah bayna al-udaba wa-al-ulama (Silsilat Buhuth al-lughah al-Arabiyah)	Rhetoric; Arabic language, dissertation.	{"authors": ["/authors/OL4217056A"], "subjects": ["Rhetoric", "History and criticism", "Arabic literature", "Arabic language"]}
/works/OL10259503W	Mudhakkirat al-rais Ali Kafi	ʻAlī Kāfī; memoirs; Algeria; French occupation; Algerian resistance; 1946-1962.	{"authors": ["/authors/OL4218127A"], "subjects": ["Algerian Personal narratives", "History", "Soldiers", "Biography"]}
/works/OL10261260W	al-Fawda al-mumkinah	Arabic fiction; 20th century; history and criticism.	{"authors": ["/authors/OL4219804A"], "subjects": ["Arabic fiction", "History and criticism", "Narration (Rhetoric)", "History", "Criticism"]}
/works/OL1028155W	8 Disember	Rebellion of A.M. Azahari and his People's Party breaks out on December 8, 1962 in Brunei, with cover support from Indonesia, and its impact on political history and foreign policy of Brunei Darussalam.	{"authors": ["/authors/OL98674A"], "subjects": ["Politics and government", "History"]}
/works/OL1028458W	Perkosaan dalam wacana pers nasional	Rape in the mass media in Indonesia.	{"authors": ["/authors/OL98741A"], "subjects": ["Rape", "Women in mass media", "Mass media"], "covers": [3716426]}
/works/OL1028612W	Kekuatan Islam dan pergulatan kekuasaan di Indonesia	Islamic political dynamics in Indonesia during the Soeharto government.	{"authors": ["/authors/OL98794A"], "subjects": ["Politics and government", "Islam and politics"]}
/works/OL1030328W	Tinjauan lakon-lakon dalam antologi naskah drama Napi	Literary criticism on the play script of "Napi" held at Taman Budaya Propinsi Daerah Istimewa Yogyakarta.	{"authors": ["/authors/OL99425A"]}
/works/OL103048W	Bootsie Barker bites	Bootsie Barker only wants to play games in which she bites, until one day her friend comes up with a better game.	{"authors": ["/authors/OL24132A"], "subjects": ["Bullies", "Fiction", "Entitled children", "Behavior", "Human behavior", "children fiction", "Juvenile literature", "Children's fiction", "Boys, fiction", "Conducta", "Ficci\u00f3n juvenil", "Matones", "Dogs, fiction"], "covers": [259497]}
/works/OL1030491W	Diskusi Panel Tentang Langkah-Langkah Pencegahan dan Penanggulangan Tindak Kekerasan Terhadap Wanita	Results of a panel discussion on legal measures to control violence against women in Indonesia.	{"authors": ["/authors/OL99482A"], "subjects": ["Rape", "Crimes against", "Women"]}
/works/OL1031733W	Penelitian penjajagan tentang masyarakat lapisan bawah yang bekerja  sebagai pemulung dan buruh gendong di Propinsi D.I. Yogyakarta	Social condition of low-income people in Yogyakarta Special Distric.	{"authors": ["/authors/OL99935A"], "covers": [4349363]}
/works/OL103280W	People of the earth	People of the Earth is a narrative account of the prehistory of humankind from our origins over 3 million years ago to the first pre-industrial civilizations, beginning about 5,000 years ago. This is a global prehistory, which covers prehistoric times in every corner of the world, in a jargon-free style for newcomers to archaeology	{"authors": ["/authors/OL24150A"], "subtitle": "an introduction to world prehistory", "subjects": ["Prehistoric peoples", "Ancient Civilization", "Prehistoric Antiquities", "Homme pr\u00e9historique", "Civilisation ancienne", "Homme prehistorique", "Bevolking", "Prehistorie", "Civilization, ancient", "Antiquities, prehistoric"], "covers": [86255, 8272028, 82172]}
/works/OL1034636W	Kisah Walisongo	Buka	{"authors": ["/authors/OL100867A"]}
/works/OL1036181W	Spīne spīne	Selection of literary articles published in daily Pushto newspaper Waḥdat, Peshawar.	{"authors": ["/authors/OL101251A"], "subjects": ["Pushto literature"]}
/works/OL1038136W	Vēdāntadarśanaṃ	Interpretation of Upanishads; includes original text in Malayalam.	{"authors": ["/authors/OL101721A"], "subjects": ["Criticism, interpretation", "Upanishads"]}
/works/OL1038845W	The glory of Nepal	Biography of a Nepali author; translated from Nepali.	{"authors": ["/authors/OL101912A"], "subjects": ["Authors, Nepali", "Biography", "Nepali Authors"], "covers": [4314574]}
/works/OL1039237W	Rāhula Sāṅkr̥tyāyana, sr̥jana aura saṅgharsha	On the creative literature of Rāhula Sāṅkr̥tyāyana, 1893-1963, Hindi author; includes his biography.	{"authors": ["/authors/OL102002A"], "subjects": ["Criticism and interpretation"]}
/works/OL1039423W	Mongol Ulsyn tȯr, ėrkh zu̇ĭn tu̇u̇khėn ulamzhlal	Historical overview of Mongolian State and legal traditional.	{"authors": ["/authors/OL102054A"], "subjects": ["Constitutional history", "Politics and government"]}
/works/OL1039507W	Ḍhākā Biśvabidyālaẏa o anyānya prabandha	Articles on political and administrative issues of Bangladesh after 1971.	{"authors": ["/authors/OL102087A"], "subjects": ["Politics and government"]}
/works/OL1039571W	Kendujhara darpaṇa =	Handbook on Keonjhar District in Orissa.	{"authors": ["/authors/OL102102A"], "subjects": ["Handbooks, manuals, etc", "Handbooks, manuals"]}
/works/OL1039825W	Deoẏānī o phaujadārī āpīla bishaẏaka āina	Compilation of text of laws on civil and criminal appeal as applicable to Bangladesh; includes commentary.	{"authors": ["/authors/OL102167A"], "subtitle": "Ba\u0304m\u0323la\u0304 o Im\u0323reji bha\u0304ras\u0301ana-saha bis\u0301leshan\u0323a = Law on civil and criminal appeal", "subjects": ["Appellate procedure"]}
/works/OL1041021W	Cha rā Da gunʻ Tārā Baññāʺ Sīha kaloṅʻ ʼa maññʻ phraṅʻʹ 1976 mha 1981 khu Me la ʼa thi Muiʺ ve cā pe maggajaṅʻʺ tvaṅʻ reʺ sāʺ khaiʹ so Cā pe cacʻ tamʻʺ	On contemporary Burmese literature; articles.	{"authors": ["/authors/OL102354A"], "subjects": ["History and criticism", "Burmese literature"]}
/works/OL104197W	Around The Rugged Rock	|At the beautiful Casa de Nuestra Senora del Carmen in Andalusia lives Lorna Salvador, daughter of an Englishman, a year or two past forty and lovely as a woman can be. Lorna is the sort of woman people come to when in trouble, and young Nicholas Saracen does this. Nicholas is deeply in love with Lorna's young Spanish neighbor. Yet the thought of his arrival fills Lorna with a strange and tremulous expectancy... Before long the Casa is overflowing with types: Stephanie, better known as somebody's daughter; Martin, whose favorite pastime is making artificial gardens; Roderick, Lorna's former husband who is determined to marry her again. Strangely, some local smuggling eases the path of true love and adds a fine flourish to the conclusion of a charmingly frivolous novel.

Also published as "The Gentlemen Go By"|	{"authors": ["/authors/OL18829A"], "subjects": ["Fiction", "romance", "Large type books"], "covers": [7098330]}
/works/OL10421486W	Misadventure	Olive Heriot and Hugh Manning had been in love for years, but marriage had been out of the question because of the intervention of Olive’s mother. Now, at last, she was of age and due to gain her inheritance and be free to choose. A dinner party had been arranged at the Heriot’s home, ‘The Hermitage’ and Hugh expects to be able to announce their engagement. Things start to change after a gruesomely realistic game entitled ‘murder’, which relies on someone drawing the Knave of Spades after cards are dealt. Tragedy strikes and other relationships are tested and consummated - but is this all real, or imagined? When a pregnant girl was found dead in a lonely moorland home. The gouse party reached its own verdict. Oblivious to her family's secret past, Olive Heriot escapes her country mansion to experience bohemian life in London. But when she meets charming Garry Links, heir to a vast fortune, everything changes...	{"authors": ["/authors/OL4325736A"], "subjects": ["1930s", "Contemporary", "Romance", "Suspense", "Fiction, romance, general", "Fiction, general"], "covers": [8260517]}
/works/OL1043457W	Cā pe chu ra vatthu tui myāʺ	Award winning short stories of a Burmese writer.	{"authors": ["/authors/OL102833A"], "subjects": ["Short stories, Burmese", "Burmese Short stories"]}
/works/OL1045170W	Kavsilumiṇi vinisa	Study of Kavsilumiṇi, a Sinhalese classical poem by Parākramabāhu, II, Sinhalese king.	{"authors": ["/authors/OL103194A"]}
/works/OL1045907W	Sattā ke sūtradhara	Political history of India; covers the post 1947 period to 1994.	{"authors": ["/authors/OL103329A"], "subjects": ["Politics and government"]}
/works/OL1046762W	Sāmaveda kā pariśīlana, Brāhmaṇagranthoṃ kā pariśīlana =	Study of the texts on rituals and procedures of the Sāmaveda, Hindu canonical text.	{"authors": ["/authors/OL103574A"], "subjects": ["Criticism, interpretation", "Vedas", "Brahmanas", "Brahamanas"]}
/works/OL1046815W	Bhīlono itihāsa	Study of Bhil (Indic people) with reference to Ahmadābād, India.	{"authors": ["/authors/OL103583A"], "subjects": ["Bhil (Indic people)", "Social life and customs"]}
/works/OL1048566W	Śodhatā śodhatā	Articles, chiefly on nationalists from Maharashtra, active during the Indian freedom movement.	{"authors": ["/authors/OL104014A"], "subjects": ["Biography", "Politics and government", "Nationalism", "Nationalists", "History"]}
/works/OL1049026W	Ākhyānakā kurā	Study on the modern Nepali fiction.	{"authors": ["/authors/OL104079A"], "subjects": ["Nepali fiction", "History and criticism"]}
/works/OL10498326W	Boori kaki tatha anya kahanian	Boodhi Kaki is a poignant tale of an old woman, helpless and without any support except that of the household—her nephew’s—where she is now living. Even though the nephew’s wealth has come to him because of Kaki, Kaki is neglected, lonely, and unloved by all except her nephew’s little daughter.	{"authors": ["/authors/OL4683A"]}
/works/OL1050093W	Bholālāla Dāsa	On the life and works of Bholā Lāla Dāsa, 1897-1977, Maithili author.	{"authors": ["/authors/OL104364A"], "subjects": ["Criticism and interpretation"], "covers": [3716940]}
/works/OL1050220W	Mongol khėlniĭ ėtgėėd u̇g khėllėg	Study on jargon words and phrases in Mongolian language; includes dictionary of such words.	{"authors": ["/authors/OL104409A"], "subjects": ["Mongolian language", "Jargon", "Dictionaries"]}
/works/OL10515331W	The birds fall down	This story is told through the eyes of a young woman, Lara.   It is the story of Count Nikolai Diakonov, a white Russian, passionately loyal to the Tsar.  In 1900, the Count lives not in his beloved country, but as an exile in Paris.  Tsar Nicholas has been convinced that the Count is not loyal, but a traitor.  Angry and deeply miserable, Count Diakonov sets out on a railway journey to visit a relative in Northern France.  On the way, he encounters the revolutionary son of an old friend.  This man is seeking the Count because he, too, has been the victim of related Russian intrique.  What follows solves the mystery of Diakonov's exile, and changes his attitude to Russia.  Through the story, Rebecca West also tells the story of the passing of old Russia and the birth of the USSR.	{"authors": ["/authors/OL4363797A"], "subjects": ["Bolshevism (fiction)", "Fiction in English", "Russian revolution (fiction)"], "covers": [11390925]}
/works/OL1052491W	Tirāviṭattāl vīl̲ntōm!	On the influence of autonomy movement of the Dravida Kazhagam and Dravida Munnetra Kazhagam in the political life of Tamil Nadu.	{"authors": ["/authors/OL104923A"], "subjects": ["History", "Politics and government", "Dravida Munnetra Kazhagam", "Dravida Kazhagam"]}
/works/OL1054770W	Caivap peruveḷiyil kālam	On the history of Saivism, its influence on Tamil literature and arts; includes brief biography of eminent Śaivites.	{"authors": ["/authors/OL105438A"], "subjects": ["Tamil literature", "\u015aaivites", "History and criticism", "\u015aaivism in literature", "Religion", "\u015aaivism", "\u015aaivism in art", "Biography", "History"]}
/works/OL1056423W	Weather and supply behaviour in agriculture	Case study of Punjab, India.	{"authors": ["/authors/OL105857A"], "subjects": ["Crops and climate"], "covers": [4893198]}
/works/OL1056762W	Vārtāvāridhi	Articles chiefly on Gujarati short stories.	{"authors": ["/authors/OL105956A"], "subjects": ["Short stories, Gujarati", "History and criticism", "Gujarati Short stories"]}
/works/OL1059256W	Bahumukha śikṣaṇa	Articles on education in India.	{"authors": ["/authors/OL106560A"], "subjects": ["Education"]}
/works/OL1059267W	Amr̥ta mattu garuḍa	Articles on contemporary Kannada literature.	{"authors": ["/authors/OL106562A"], "subjects": ["Kannada literature", "History and criticism"]}
/works/OL1059844W	Sampūrṇa vāstuśāstra	On architecture based on Hindu astrology.	{"authors": ["/authors/OL106668A"], "subjects": ["Architecture, Hindu", "Astrology and architecture", "Architecture, Domestic", "Domestic Architecture", "Hindu Architecture", "Hindu architecture"]}
/works/OL1060137W	Fables and folk-tales of Mizoram	Retold from the tribal people of Mizoram.	{"authors": ["/authors/OL106757A"], "subjects": ["Tales", "Fables"]}
/works/OL1061420W	Itihāsa Bāgaṛīāṃ	History of Bagarian, village in Punjab, India.	{"authors": ["/authors/OL107105A"], "subjects": ["History"]}
/works/OL1061558W	Mokhasha māraga, arathāta, Srī Gurū Grantha Sāhiba jī ate sāim̆sa	On the concept of Salvation in Ādi-Granth, Sikh canon.	{"authors": ["/authors/OL107127A"], "subjects": ["Criticism, interpretation", "Salvation", "\u0100di-Granth"]}
/works/OL1062808W	Sowīaṭa mazadūra	On labor class in Soviet Union.	{"authors": ["/authors/OL107437A"], "subjects": ["Labor"]}
/works/OL1063232W	Qurʼān aur Iqbāl	On the works of Sir Muhammad Iqbal, 1877-1938, Urdu and Persian poet.	{"authors": ["/authors/OL107563A"], "subjects": ["Criticism and interpretation"]}
/works/OL1065322W	Afsānah	Study of Urdu fiction.	{"authors": ["/authors/OL107720A"], "subjects": ["Urdu fiction", "History and criticism"]}
/works/OL10656W	Girarī gaurava	Poem based on the patriotism and acts of bravery of the warriors of Rajasthan; includes a brief history of Jodhpur (Princely State) from the 13th to the 16th century.	{"authors": ["/authors/OL9491A"], "subtitle": "Ra\u0304jastha\u0304na ka\u0304 Maha\u0304bha\u0304rata--Ra\u0304jastha\u0304ni\u0304 du\u0304ha\u0304 ka\u0304vya", "subjects": ["Nationalism", "Poetry"]}
/works/OL1066453W	An Unsocial Socialist	From the book:In the dusk of an October evening, a sensible looking woman of forty came out through an oaken door to a broad landing on the first floor of an old English country-house. A braid of her hair had fallen forward as if she had been stooping over book or pen; and she stood for a moment to smooth it, and to gaze contemplatively - not in the least sentimentally - through the tall, narrow window. The sun was setting, but its glories were at the other side of the house; for this window looked eastward, where the landscape of sheepwalks and pasture land was sobering at the approach of darkness.  The lady, like one to whom silence and quiet were luxuries, lingered on the landing for some time. Then she turned towards another door, on which was inscribed, in white letters, Class Room No. 6. Arrested by a whispering above, she paused in the doorway, and looked up the stairs along a broad smooth handrail that swept round in an unbroken curve at each landing, forming an inclined plane from the top to the bottom of the house.	{"authors": ["/authors/OL2742646A"], "subjects": ["Translations into German", "Translations into Portuguese", "British and irish fiction (fictional works by one author)", "Fiction, humorous", "Fiction, humorous, general", "Large type books", "English fiction"], "first_publish_date": "1900", "covers": [6046060, 6353145, 6330273, -1, 10819210, 10959506, 11090999, 11272074, 12196930]}
/works/OL1067194W	Socne kī bāten̲	Selections from the speeches of 2nd Caliph of Ahmadiyya sect on Ahmadiyya belief.	{"authors": ["/authors/OL108031A"], "subjects": ["Ahmadiyya", "Doctrines"]}
/works/OL1067229W	Taz̲kiratulanbiyāʼ	On the lives of prophets.	{"authors": ["/authors/OL108044A"], "subjects": ["Prophets", "Biography"]}
/works/OL1069097W	Tārīk̲h̲-i Āzād Hind Fauj	Historical study of the Indian Salvation army formed for the liberation of the sub continent in 1942 during  World War I.	{"authors": ["/authors/OL108428A"], "subjects": ["Autonomy and independence movements", "History", "Indian National Army", "World War, 1939-1945", "Autonomy and Independence movements"]}
/works/OL10703929W	The spancel of death	This play was to open at the Abbey Theatre, Easter week 1916, the week the rebellion started, the Abbey cancelled the opening and the play was never produced.	{"authors": ["/authors/OL4473474A"]}
/works/OL1071011W	Jakhepala dā itihāsa	History of Jakhepal, village in Punjab, India.	{"authors": ["/authors/OL108852A"], "subjects": ["History"]}
/works/OL1071710W	Putiya talaimur̲ai, 1967-1969	Study on Putiya Talaimur̲ai, a Tamil literary journal, published during 1967-1969.	{"authors": ["/authors/OL109071A"], "subjects": ["Tamil literature", "Periodicals"]}
/works/OL10719109W	Notes on shoeing horses	|This book is the ultimate in correct horse shoeing every written.  Fitzwygram describes the method clearly, concisely, and gives the
purpose of shoes and the effect it has on the horse.   He describes the function of the hoof and why we shoe the horse to protect the hoof.|	{"authors": ["/authors/OL4483601A"], "subjects": ["Horses", "Horseshoeing"], "covers": [5960731]}
/works/OL1072774W	Mainneṃ nahīṃ likhā Mahābhārata	Modern interpretation of the Mahābhārata, Hindu religious text.	{"authors": ["/authors/OL109384A"], "subjects": ["Criticism, interpretation", "Mah\u0101bh\u0101rata"]}
/works/OL1073073W	Lebara rūma	Memoirs of a lady gynecologist of her experiences in the labor room.	{"authors": ["/authors/OL109486A"], "subjects": ["Delivery (Obstetrics)", "Mortality", "Mothers"]}
/works/OL1073164W	Ar̲iviyal nōkkil Tamil̲p pal̲amoḷikaḷ	Study on Tamil proverbs with scientific perspective.	{"authors": ["/authors/OL109512A"], "subjects": ["Proverbs, Tamil", "History and criticism", "Tamil Proverbs"]}
/works/OL10747203W	Soldier's Handbook	FM 21-100 Soldier's Handbook 1940-12-11	{"authors": ["/authors/OL7215741A"], "subjects": ["Handbooks, manuals", "Handbooks, manuals, etc", "United States", "United States. Army"], "covers": [9884102]}
/works/OL1075561W	Śrīmaithilī-alaṅkāradarpaṇa	Maithili figures of speech.	{"authors": ["/authors/OL110102A"]}
/works/OL1075623W	Bkaʼ-gdams gsar rñiṅ gi chos ʼbyuṅ yid kyi mdzes rgyan źes bya ba bźugs so	History of old and new Bkaʼ-gdams-pa sect of Tibet.	{"authors": ["/authors/OL110125A"], "subjects": ["Bka\u02be-gdams-pa (Sect)", "History", "Bka\u02bc-gdams-pa (Sect)"]}
/works/OL1075936W	Amara vīra Aradeśara Koṭavāḷa	On the life and work of Ardeśara Koṭavāḷa, 1797-1856, police officer from Surat, India.	{"authors": ["/authors/OL110203A"], "subjects": ["Police", "Biography"]}
/works/OL1076106W	Kunʻ saññʻ pvai cāʺ lupʻ kuiṅʻ kra maññʻʹ sū myāʺ nhaṅʻʹ sakʻ chuiṅʻ so pra ññvhanʻ khyakʻ myāʺ	Facts about business law in Burma; intended for businessmen and commercial agents.	{"authors": ["/authors/OL110238A"], "subjects": ["Business law", "Commercial law"]}
/works/OL1076310W	Saccā re caṅʻ	Efforts of the Burmese medical professionals to cure the leprosy inflicted people and to eradicate the disease; articles.	{"authors": ["/authors/OL110298A"], "subjects": ["Leprosy", "Patients", "Social aspects", "Economic conditions", "Services for", "Hospitals", "Prevention", "History", "Social aspects of Leprosy"]}
/works/OL1076438W	Kyvanʻ ma tuiʹ ṅayʻ ṅayʻ ka	Student life of a Burmese woman author.	{"authors": ["/authors/OL6383296A"], "subjects": ["Authors, Burmese", "Childhood and youth", "Biography", "Burmese Authors"]}
/works/OL1076558W	Mahākavi Ke. Vi. Saimaṇ	On the life and works of Ke. Vi. Saimaṇ, 1883-1943, Malayalam poet.	{"authors": ["/authors/OL110381A"], "subjects": ["Biography", "Malayalam Poets", "Poets, Malayalam"]}
/works/OL1079286W	Bāṃlādeśera Bauddha bhāskarya	On the Buddhist sculptures of Bangladesh.	{"authors": ["/authors/OL111125A"], "subjects": ["Sculpture, Buddhist", "Gods, Buddhist, in art", "Buddhist Sculpture", "Buddhist sculpture", "Buddhist gods, in art"]}
/works/OL1080427W	Tuṇḍilatuṇḍikā	Narrative verse in a genre of medieval Gujarati poetry.	{"authors": ["/authors/OL111446A"]}
/works/OL1081629W	Mullai	Study of Sangam literature.	{"authors": ["/authors/OL111884A"], "subjects": ["Tamil poetry", "History and criticism"]}
/works/OL1081836W	Bainuʼssut̤ūr	Articles on 20th century Urdu literature.	{"authors": ["/authors/OL111942A"], "subjects": ["Urdu literature", "History and criticism"]}
/works/OL1081891W	Bibartanera dhārāẏa Śiba o Śibaliṅga	Study on evolution of the concepts of the phallic emblem representing Siva, Hindu deity.	{"authors": ["/authors/OL111961A"], "subjects": ["Cult", "Lingas (\u015aaivism)", "Siva (Hindu deity)"]}
/works/OL1082016W	Belabhāshā	Articles, chiefly on Marathi language.	{"authors": ["/authors/OL112010A"], "subjects": ["Marathi language"]}
/works/OL1082176W	Māṇūsa netā	Study on the life and works of Shridhar Mahadeo Joshi, b. 1904, social worker and politician from Maharashtra.	{"authors": ["/authors/OL112082A"], "subjects": ["Biography", "Politicians", "Social workers"]}
/works/OL1083874W	Muslims in India	Articles previously published in various journals and newspapers.	{"authors": ["/authors/OL112653A"], "subjects": ["Muslims", "Social conditions", "Political activity"], "covers": [5333737]}
/works/OL1083916W	Heterodoxy in the Sikh tradition	History of Udāsī Sect in Sikhism.	{"authors": ["/authors/OL112671A"], "subjects": ["Ud\u0101s\u012b (Sect)"]}
/works/OL1083959W	Kathaka ke prācīna nr̥ttāṅga	On Kathak, a clasical Indian dance; includes letter notations.	{"authors": ["/authors/OL112685A"], "subjects": ["Kathak (Dance)"]}
/works/OL10918738W	Video ICs databook	|Gives datasheets and technical details of 1299 packaged integrated circuits under the following type headings:
L, M, ST,TBA, TDA, TEA and UAA|	{"authors": ["/authors/OL4531432A"]}
/works/OL10919701W	Mumāḥakāt al-taʾwīl fī munāqiḍāt al-Injīl	Bible. N.T.; criticism, interpretation, etc.; controversial literature; Islamic perspective.	{"authors": ["/authors/OL4531971A"], "subjects": ["Bible", "Christianity", "Christianity and other religions", "Controversial literature", "Islam", "Islamic interpretations", "Relations"]}
/works/OL10968637W	Six salmon rivers and another	Salmon fishing in New Brunswick, Canada	{"authors": ["/authors/OL4557900A"], "subjects": ["Salmon fishing"]}
/works/OL11005995W	IPCS mode of action framework	The use of structured frameworks in chemical risk assessment promotes transparent, harmonized approaches.  This publication presents two IPCS frameworks originally published in Critical reviews in toxicology.  The frameworks provide a means of ensuring a transparent evaluation of the data, identification of key data gaps and of information that would be of value in the further risk assessment of the chemical in question.--Publisher's description.	{"authors": ["/authors/OL4579821A"], "subjects": ["Carcinogens", "Toxicity", "Methods", "Carcinogenicity Tests", "Health risk assessment", "Risk Assessment", "Chemically induced", "Hazardous substances", "Neoplasms", "Risk Management", "Carcinogenicity testing", "Hazardous Substances"], "covers": [9863431]}
/works/OL1103366W	Poetry and prose	Gathers lyric poems, satire, and essays about the German countryside and literature, by the nineteenth-century romantic poet.	{"authors": ["/authors/OL113829A"], "subjects": ["Translations into English", "Poetry (poetic works by one author)"], "covers": [4273402]}
/works/OL1109049W	The poet at the breakfast-table	In this, the third series of Breakfast-Table conversations, a slight dramatic background shows off a few talkers and writers, aided by certain silent supernumeraries. The machinery is much like that of the two preceding series. Some of the characters must seem like old acquaintances to those who have read the former papers. As I read these over for the first time for a number of years, I notice one character; presenting a class of beings who have greatly multiplied during the interval which separates the earlier and later Breakfast-Table papers,--I mean the scientific specialists. The entomologist, who confines himself rigidly to the study of the coleoptera, is intended to typify this class. The subdivision of labor, which, as we used to be told, required fourteen different workmen to make a single pin, has reached all branches of knowledge. We find new terms in all the Professions, implying that special provinces have been marked off, each having its own school of students. In theology we have many curious subdivisions; among the rest eschatology, that is to say, the geography, geology, etc., of the "undiscovered country;" in medicine, if the surgeon who deals with dislocations of the right shoulder declines to meddle with a displacement on the other side, we are not surprised, but ring the bell of the practitioner who devotes himself to injuries of the left shoulder.	{"authors": ["/authors/OL114139A"], "subjects": ["Medicine in literature", "Poetry", "Medicine in Literature"], "covers": [8245327]}
